"GPU_Unique_ID","Rack_ID","Time_Period","Average_GPU_Temperature","Peak_GPU_Temperature","Average_GPU_Power_Usage","Peak_GPU_Power_Usage","Average_GPU_Memory_Usage","Peak_GPU_Memory_Usage"
12,3,20,71.5,73,196.8,215.3,68.3,82.7
13,3,20,72.7,79.8,184,238,75.6,83.4
14,3,20,74.7,67.6,176.2,230.8,79.2,93.7
15,3,20,66.7,87.8,199.5,227.4,76.4,94.4
16,4,20,71.6,74.2,182.1,235.3,82.5,91.9
17,4,20,73.4,72.5,168.6,261.2,72,100
18,4,20,71.3,74.5,178.2,259.6,81.7,86.6
19,4,20,79,74.1,147.1,200.7,78.1,100
20,4,20,70.9,71.4,199.1,209.7,70.7,87.7
21,5,20,75.1,71.6,136.8,232.4,82.3,87.4
22,5,20,65.3,75.1,190.1,247.6,85.4,86.3
23,5,20,65.6,83.7,190.2,199.3,83.3,94.1
24,5,20,77.5,75.2,157,229.9,77.6,87.1
25,5,20,77.8,69.2,160.8,235.5,77.6,92.2
26,6,20,87.4,78.7,197.7,189.3,82.6,92.1
27,6,20,76.8,83.5,167.8,200.1,79.2,85.9
28,6,20,81.3,64.4,203.6,197,77.7,95.7
29,6,20,70.5,70.9,167.6,232.3,75.1,93.1
30,6,20,63.1,71.9,209.4,185.3,77.3,89
31,7,20,81.7,78.2,184.8,286.7,90.1,95.5
32,7,20,78.9,80.4,174,217.6,81,85.6
33,7,20,77.8,82.3,171.6,232.3,68,86.6
34,7,20,77.5,72.3,177.2,249.3,87.1,90.2
35,7,20,79.3,72.6,138.1,237.2,78.5,93.6
36,8,20,68.2,65.5,185.2,191.5,75,92.8
37,8,20,70.3,76.4,171.1,212.1,79,86.2
38,8,20,78.2,80.9,179.4,193.4,80,96.8
39,8,20,71.1,78.1,168.8,233.1,76.4,100
40,8,20,90,67.7,142.9,242.1,78.9,93.3
41,9,20,73.6,74.6,177.3,198.3,81,95.4
42,9,20,67.4,68.4,196.4,213.3,77.8,91.3
43,9,20,73.8,68.5,180.7,242.8,73.7,88.3
44,9,20,76.3,71.8,195.1,238.6,81.9,91.7
45,9,20,70.5,79,190.6,217.4,81.1,89.7
46,10,20,69.7,65.5,212.6,193.1,81.7,93.3
47,10,20,78.7,74,184,245.3,79.1,84.7
48,10,20,74.5,83.6,176.1,214.1,88.1,81.8
49,10,20,77.3,68.6,206.9,221,88,93.2
50,10,20,77.5,79.1,186.4,205.1,82.4,89.3
1,1,21,77.3,81.7,149.2,230,70.7,99.6
2,1,21,66.5,70.6,152.2,194.8,70.6,90.4
3,1,21,77.4,75.6,171.6,216.1,68.7,82.4
4,1,21,83.7,72.9,170.3,218.4,85.6,98.9
5,1,21,69.9,77.3,170.1,164.9,73.3,93.6
6,2,21,72.8,70.7,189.4,201.1,81.8,94.2
7,2,21,66.4,70.8,200.7,222.9,83.1,88
8,2,21,76.2,80.3,196.6,220.7,78.9,94.6
9,2,21,70.6,68.5,170.3,222.7,76.9,85.3
10,2,21,74.7,77.7,179.1,200.9,90.7,85.7
11,3,21,86.2,72,180.4,213.7,72.9,90.1
12,3,21,72.8,78.1,160.5,208.9,81.9,94.3
13,3,21,81,74.6,193.8,236.3,77.2,95.5
14,3,21,68.5,61.6,193.7,211.3,82.2,95.7
15,3,21,84.6,79.2,166.4,204.7,77.8,94.6
16,4,21,75.3,82.3,144,240,82.6,88.5
17,4,21,78,71.7,184.5,250.7,76.8,94.4
18,4,21,80.6,69.2,151.7,206.7,73,88.7
19,4,21,64.1,77.8,194.9,221.3,80,92.1
20,4,21,78.7,85,222.2,210.6,84.5,86.9
21,5,21,67.9,68.3,177.6,233.5,80.1,89.3
22,5,21,74,76.6,174.9,234.7,85.1,100
23,5,21,79.1,78.5,161.4,260.7,83.7,87.6
24,5,21,73.1,63.4,173.8,196.6,88.2,86.4
25,5,21,72.2,66.8,191.9,205.8,83.4,97.6
26,6,21,74.9,72.4,230.3,263.6,85,85.9
27,6,21,88.5,79.6,179.8,195.5,80.4,93.7
28,6,21,70.7,69.4,185.8,239.8,80.3,92.2
29,6,21,75.4,73.2,167.7,243.2,72.8,83.4
30,6,21,82.8,77.9,215.3,235.7,82,100
31,7,21,86.1,72.1,169.2,219,74.6,95.3
32,7,21,81.8,69.9,179.5,223.4,72.8,94.3
33,7,21,64.4,76.7,163.6,200.3,77.5,86.5
34,7,21,77.7,70.2,176.7,203.6,76.5,88
35,7,21,69.9,69.5,152.4,222.5,72.7,92.6
36,8,21,70.9,77.4,164.5,196.2,84.7,91.7
37,8,21,77.8,89,175.6,180.1,79,100
38,8,21,71,69.8,163.8,207.2,76.7,100
39,8,21,74.9,68.6,161.9,209.4,86.4,84.2
40,8,21,69,69.8,149.8,222.7,73.5,100
41,9,21,76.3,80.3,203.4,237.9,76.1,97.8
42,9,21,81.7,78.6,200.7,219.5,78.4,82.2
43,9,21,90,75.6,204.6,242.1,65.7,91.4
44,9,21,77,74.2,189.1,212.7,78.5,94.6
45,9,21,77.4,72.8,174.7,239,75.3,90.3
46,10,21,74.3,73,214.5,172.7,79.9,90.7
47,10,21,77.7,80.1,176.2,207.9,81.7,93.2
48,10,21,64.7,87.8,127.3,234.2,81.8,100
49,10,21,80.3,79.5,172,200.8,87.5,80.1
50,10,21,79.3,76.8,174.7,220.1,82.2,100
1,1,22,69.7,65,175.9,208.7,78.5,85.3
2,1,22,75.2,76.9,194.9,252.4,79.8,88.6
3,1,22,77.3,70,192.7,209.7,78.8,90.5
4,1,22,69.4,85.6,182.5,209,79.4,85.9
5,1,22,76.6,66.1,167.3,206.5,86,85.9
6,2,22,71.1,68.4,135.5,173.4,92.1,92.9
7,2,22,79.2,83.3,184.7,263.2,80.3,96.6
8,2,22,64.6,82.9,160.3,223.6,82.1,92.1
9,2,22,81.6,75.7,188.5,214.6,80.1,83.4
10,2,22,77.6,70.8,155.3,285.1,76.1,85.7
11,3,22,80.5,68.6,147.7,186.9,83.7,84.3
12,3,22,84.1,79.7,204.1,227.7,77.9,98.3
13,3,22,66.5,82.4,161.3,208.5,82.1,89.3
14,3,22,74.1,78.5,190.7,195,77.8,84.6
15,3,22,80.4,85.6,161.5,198.7,75.2,86.3
16,4,22,81,76.8,189.5,226.7,75.5,90
17,4,22,70.9,78.1,202.6,246.8,83,96.7
18,4,22,75.6,77.4,179.9,268.6,82.2,83
19,4,22,73.3,70,185.9,245.6,79.8,95.4
20,4,22,83.2,65.6,153.1,216.8,77.9,91.2
21,5,22,90,78.4,178,198.6,87.8,96.1
22,5,22,67.8,65.4,192.8,266.6,79.4,89.7
23,5,22,61.3,74.9,174.9,206.9,82.6,92.6
24,5,22,76.8,62.2,172.7,206.6,78.3,92
25,5,22,74.3,75.4,182.3,207.6,83.2,86.2
26,6,22,68.8,78,182.6,252.6,89.4,98.2
27,6,22,73.1,74.5,183.6,228,81.9,92.8
28,6,22,76.1,79.1,175.2,202.7,85,100
29,6,22,75.4,76.8,136.2,256.1,81.1,80.4
30,6,22,57.5,66.8,138.4,185.7,73.4,91.6
31,7,22,63.4,69.5,173.8,234.5,78.6,97.5
32,7,22,80.1,74.4,156.1,222.5,84.6,89.5
33,7,22,76.6,65.9,197.3,226,87.4,86.3
34,7,22,85.5,78.3,182.6,242.4,80.9,100
35,7,22,79,66.1,146.8,256.9,77.6,84.6
36,8,22,70.3,75,177.5,200.4,81,86.9
37,8,22,68.1,82.1,202.6,291.1,73.5,86.7
38,8,22,83.3,69.3,200.8,193.4,84.8,89.3
39,8,22,82.5,86.3,179.6,215.7,81.5,100
40,8,22,69.5,78.9,164.2,221,82.5,79.7
41,9,22,80,73.7,219.3,193.9,81.1,84.9
42,9,22,77.3,75.5,151.8,250.5,87.8,93.1
43,9,22,72.4,73.8,180.8,255.2,88.2,92.5
44,9,22,59.4,75.8,156.2,256,81.5,82.3
45,9,22,75.1,77.7,188.7,197,86.9,86.7
46,10,22,72.2,74.1,148.5,228.1,80,96.3
47,10,22,82.1,76.3,142.5,225,79.7,83.6
48,10,22,73.6,70.7,205.8,288.8,81.2,82.4
49,10,22,80.4,70.4,190.5,254.8,81.9,89.6
50,10,22,72.5,70.7,177.9,203.6,82,100
1,1,23,76.1,90,206.8,237,85.5,76.7
2,1,23,69.9,77.2,171.4,239.8,77.1,87.1
3,1,23,82,66.9,157.7,205.1,83.4,89.1
4,1,23,77.7,85.1,167,186.8,80.3,100
5,1,23,77.6,71.2,218.5,217.6,85,91.1
6,2,23,68.9,73.6,176.3,241.1,75.7,85
7,2,23,69.6,79.9,163.3,228.8,80.4,80.5
8,2,23,70.2,77.9,184.7,254,86.3,92.4
9,2,23,74.5,82.3,152.2,232.3,70.5,84.8
10,2,23,90,81.1,153.2,204.7,85.1,94.7
11,3,23,74.9,79.1,192.4,183.1,75.1,94.9
12,3,23,63,76,173,232.5,77.1,94.3
13,3,23,71.3,79.9,178.2,243.1,74.9,95.4
14,3,23,79.5,70.3,148.4,236.9,82.7,85.8
15,3,23,67.4,77.7,141.3,249.9,77.8,99.8
16,4,23,67.7,69.1,194.5,255.5,83.7,88.6
17,4,23,69.1,74.2,207.6,194,78.2,77.9
18,4,23,81.5,78.4,184.7,229.1,83.5,100
19,4,23,75.4,73.7,185.4,185.6,75.7,90
20,4,23,85.3,85.6,162.7,191.7,75,78.2
21,5,23,65,68.4,189.1,240.3,82.1,100
22,5,23,73.5,85.6,198,235.6,80.7,81.5
23,5,23,79.5,78.6,182.4,213.7,81.2,95.9
24,5,23,73,70.7,210.6,203.9,76.8,98.3
25,5,23,67.9,75.6,208.7,173.1,71.4,93.9
26,6,23,72.4,79.6,198.9,216.6,82.5,87.1
27,6,23,63.2,69.3,180.5,254.9,87.9,87.8
28,6,23,67,79.1,197.3,195.6,80.8,86.5
29,6,23,74.1,75.8,175.3,269.5,79.5,96.7
30,6,23,75.6,68,169,209.2,83,90.1
31,7,23,66.9,66,189.3,249.9,84,86.6
32,7,23,68.9,80.7,154,185.1,83,82.6
33,7,23,75.1,63.6,196,235.4,81.5,100
34,7,23,73.2,76.4,193.7,209.8,79.5,82.3
35,7,23,75,66.5,201.1,181.1,81.5,86.5
36,8,23,72.7,80.5,180.9,180.7,82.5,84.1
37,8,23,68.3,81,166.6,193.5,77.8,100
38,8,23,82.1,76.3,173.8,203.9,77.4,95.1
39,8,23,63.5,78,199.9,198.8,80.9,96
40,8,23,72.7,76.1,181.7,235.3,87.1,86.2
41,9,23,78.4,76.7,169.9,240,78.3,87.9
42,9,23,74.9,73,190.9,210.1,67,89.7
43,9,23,70.1,69.4,169.8,240.4,85.4,100
44,9,23,77.1,74.2,185.3,197.6,85.2,95.7
45,9,23,65.1,76.4,167.1,199.5,76.1,79.8
46,10,23,76.2,71,154.7,237.9,81.1,90.4
47,10,23,77.5,77.4,155.4,198.6,89.2,98.4
48,10,23,74.7,67.7,176.4,195,82.7,96.2
49,10,23,75.7,66.5,212.8,209.9,88.6,88.8
50,10,23,80.1,71.5,178,212.4,81.1,96
1,1,24,65.2,83.9,180.7,253.5,78,97.8
2,1,24,82.8,73.3,195.8,189.4,76.2,94.3
3,1,24,85.5,70.1,198.2,228.8,75.2,96.1
4,1,24,76,71,192.1,249.6,79.4,85.5
5,1,24,86.2,79.4,173.2,282.2,90.4,92.4
6,2,24,75.3,81.1,174.1,210.2,74.9,85.8
7,2,24,73.2,75.5,187.6,255.4,73.5,82.6
8,2,24,77.7,78.4,172.2,238.7,78.7,97
9,2,24,77.1,59.4,139.5,235.1,71.6,87.5
10,2,24,71.1,66.8,174.2,225.5,74.6,85.6
11,3,24,81.7,73.2,178.7,206.5,68.6,96.3
12,3,24,72.9,73.6,209.2,196.7,77.5,94.4
13,3,24,70.6,87.3,180.2,232.8,82.7,91
14,3,24,80.3,75.3,166.8,232.5,79.9,86.4
15,3,24,73.1,73.9,199.3,224.6,76.9,93.3
16,4,24,67.1,77.4,171.5,241,72,95.5
17,4,24,80.9,77.9,175.3,240,84.4,93.2
18,4,24,66.9,67.5,157.6,221.8,81.1,88.4
19,4,24,66.9,74.8,185.2,201.9,81.8,98
20,4,24,61.9,72.1,159.3,255.4,87.7,75.7
21,5,24,70.4,66.5,207.4,214.1,74.1,87.8
22,5,24,78,83.1,161.5,219.2,77.5,87.7
23,5,24,75.1,68.4,198.1,208.5,75.6,97.2
24,5,24,73.9,77.6,175.8,242.8,83.4,84.8
25,5,24,73.8,75.6,178.2,212,83,84.3
26,6,24,73.6,80.3,203.1,221.3,77.9,88
27,6,24,82,76.6,203.6,212.5,82,91.5
28,6,24,78.7,72.3,198.9,213.1,80.5,100
29,6,24,63.9,65.9,179.7,184.9,79.4,93.9
30,6,24,68.5,79,173.7,257.5,86.2,85.5
31,7,24,82.1,64.4,181.7,232.4,81.3,87.2
32,7,24,69.8,74.1,193.3,200.1,81.9,81
33,7,24,80.6,69.4,197.8,191.2,87.2,78.5
34,7,24,73.9,81.5,162.2,227.8,76.6,84.9
35,7,24,72.8,72.6,195.9,216.7,78.8,91
36,8,24,69.6,70.1,177.8,246,81.5,88
37,8,24,82.3,73.7,167.2,202.2,79.1,90.4
38,8,24,70.3,67.8,179.1,240.4,83.2,90.1
39,8,24,67.7,73.3,197.1,199.2,76.1,88.2
40,8,24,72.7,62.7,205.2,214.6,78.9,85.2
41,9,24,70.5,68.2,190.6,220.7,88.1,91.3
42,9,24,68.8,76.6,172.4,209.4,75.3,95.6
43,9,24,86.8,86.1,170.5,184.7,80,100
44,9,24,78.5,73.3,167.8,233,83.8,88.3
45,9,24,85.4,76.7,197.8,207.5,84.3,82.1
46,10,24,78.8,71.6,186.2,242.3,80.6,84.5
47,10,24,80.1,83.1,196.4,227.2,80.8,100
48,10,24,80,74.5,153.3,203.2,74,91
49,10,24,65.1,65.3,173.2,227.9,82,82.9
50,10,24,75.4,67.2,163.7,207.4,84.7,88.8
